,hps,fit,pred
decision_tree-view_0_stumps,2.375000008214556e-06,0.00175606800002015,0.00021721699999943667
decision_tree-view_1_stumps,1.6120000054797856e-06,0.0017582229999675292,0.00023449900004379742
decision_tree-view_2_stumps,1.6529999697922904e-06,0.0017208920000371108,0.00021388099997921017
decision_tree-view_3_stumps,1.7930000240085064e-06,0.0017330050000055053,0.0002156840000111515
