,hps,fit,pred
decision_tree-view_0_stumps,1.633000010770047e-06,0.0016504959999963376,0.00016941800001291085
decision_tree-view_1_stumps,1.121999986253286e-06,0.001633153999989645,0.00014652499999101565
decision_tree-view_2_stumps,1.1519999816300697e-06,0.0016374420000033751,0.0001467550000029405
decision_tree-view_3_stumps,1.0720000034325494e-06,0.0016639419999933125,0.00014858899999126152
