,fit,hps,pred
decision_tree-view_0_stumps,0.0016480884000088735,1.6506000065419356e-06,0.00014616880001767641
decision_tree-view_1_stumps,0.0016384803999926589,1.4469999882749107e-06,0.00015142059999107005
decision_tree-view_2_stumps,0.00166315220000115,1.234399996974389e-06,0.00014727679999850806
decision_tree-view_3_stumps,0.0016411854000011772,1.2566000009428535e-06,0.0001533123999934105
