,hps,fit,pred
decision_tree-view_0_stumps,1.5429999962179863e-06,0.001654123000008667,0.0001473169999997026
decision_tree-view_1_stumps,1.131999994186117e-06,0.0016314400000112528,0.00014226700000108394
decision_tree-view_2_stumps,1.1329999836107163e-06,0.0016307999999867206,0.0001650789999985136
decision_tree-view_3_stumps,1.1129999961667636e-06,0.001667058000009547,0.000148859000006496
