,decision_tree
view_3_stumps-ID_1,0.08952670175442975
view_2_stumps-ID_1,0.0869305993829623
view_1_stumps-ID_1,0.08573883922607256
view_0_stumps-ID_0,0.08394847219510007
view_2_stumps-ID_0,0.07757605348386538
view_3_stumps-ID_0,0.07638921416148618
view_1_stumps-ID_0,0.07417107068383738
view_0_stumps-ID_1,0.07145693321030533
view_2_stumps-ID_2,0.0006585122983374855
