,decision_tree
view_0_stumps-ID_0,0.13504754222690013
view_3_stumps-ID_1,0.13489769992862038
view_1_stumps-ID_1,0.13404241062104302
view_2_stumps-ID_1,0.13158131633875658
view_2_stumps-ID_0,0.11742193550057807
view_1_stumps-ID_0,0.11595758937895703
view_3_stumps-ID_0,0.11510230007137963
view_0_stumps-ID_1,0.11495245777309988
view_2_stumps-ID_2,0.0009967481606653757
