,hps,fit,pred
decision_tree-view_0_stumps,1.972999996269209e-06,0.001740108000035434,0.0002351600000451981
decision_tree-view_1_stumps,1.552000014726218e-06,0.0017144800000323812,0.00021534400002565235
decision_tree-view_2_stumps,1.0420000080557656e-06,0.0017548550000014984,0.00023601200001621692
decision_tree-view_3_stumps,1.0919999908765021e-06,0.0017257410000297568,0.00020913199995220566
