,hps,fit,pred
decision_tree-view_0_stumps,1.5530000041508174e-06,0.0016900550000400472,0.00014753499999642372
decision_tree-view_1_stumps,1.4729999975315877e-06,0.0016623829999957707,0.0001616320000152882
decision_tree-view_2_stumps,1.5730000200164795e-06,0.0017503370000326868,0.00014725500000167813
decision_tree-view_3_stumps,1.5429999962179863e-06,0.001665448999972341,0.00017114899998205146
