,decision_tree-view_0_stumps,decision_tree-view_3_stumps,decision_tree-view_1_stumps,decision_tree-view_2_stumps
Train,0.6526526526526526,0.6526526526526526,0.6516516516516516,0.6916916916916916
Test,0.6276276276276276,0.6286286286286287,0.6496496496496497,0.6506506506506506
