,hps,fit,pred
decision_tree-view_0_stumps,1.531999998860556e-06,0.0016262060000258316,0.00014565200001470657
decision_tree-view_1_stumps,1.4629999895987567e-06,0.0016341310000029807,0.00014374799997085574
decision_tree-view_2_stumps,1.0119999842572724e-06,0.0016369249999570457,0.00014971899997817673
decision_tree-view_3_stumps,1.1120000067421643e-06,0.001613662000011118,0.00014529200001334175
