,decision_tree
view_3_stumps-ID_1,0.14179752881687968
view_1_stumps-ID_0,0.14132591445697287
view_0_stumps-ID_0,0.1323496268980629
view_2_stumps-ID_1,0.1298336036524513
view_0_stumps-ID_1,0.1176503731019371
view_2_stumps-ID_0,0.11684806054525494
view_3_stumps-ID_0,0.10820247118312029
view_1_stumps-ID_1,0.10636275745540383
view_2_stumps-ID_2,0.0033183358022937396
view_1_stumps-ID_2,0.0023113280876233063
