,fit,hps,pred
decision_tree-view_0_stumps,0.001655886600002532,1.620999995566308e-06,0.00015494100000523758
decision_tree-view_1_stumps,0.001642621399997779,1.1942000014641963e-06,0.00014560299999857306
decision_tree-view_2_stumps,0.0016365401999962614,1.1341999879732611e-06,0.00015346760000056747
decision_tree-view_3_stumps,0.001639501800002563,1.1244000006627175e-06,0.00015536340000608107
