,decision_tree
view_3_stumps-ID_0,0.14840768617667804
view_1_stumps-ID_1,0.13599702263905977
view_0_stumps-ID_0,0.13407428280777128
view_2_stumps-ID_1,0.1258395462517688
view_2_stumps-ID_0,0.12318419401462673
view_0_stumps-ID_1,0.1159257171922287
view_1_stumps-ID_0,0.11400297736094023
view_3_stumps-ID_1,0.10116766369289786
view_2_stumps-ID_2,0.0009762597336044709
view_3_stumps-ID_2,0.0004246501304240947
