,decision_tree
view_3_stumps-ID_0,0.09329332023919301
view_1_stumps-ID_1,0.08835041811086065
view_0_stumps-ID_0,0.0841487240445171
view_2_stumps-ID_1,0.08187758264629601
view_2_stumps-ID_0,0.08014987598549286
view_1_stumps-ID_0,0.07406199430155176
view_0_stumps-ID_1,0.07275818286238978
view_3_stumps-ID_1,0.06359688968882869
view_2_stumps-ID_2,0.0006352040308737799
view_3_stumps-ID_2,0.00026694722913546697
