,decision_tree
view_0_stumps-ID_0,0.13353810199422203
view_2_stumps-ID_1,0.1305005579063691
view_3_stumps-ID_0,0.12594873612220736
view_1_stumps-ID_1,0.12565854076189845
view_3_stumps-ID_1,0.12356548914146677
view_1_stumps-ID_0,0.12352798034629928
view_2_stumps-ID_0,0.11756444181545544
view_0_stumps-ID_1,0.11646189800577796
view_2_stumps-ID_2,0.0019350002781754194
view_1_stumps-ID_2,0.0008134788918022693
view_3_stumps-ID_2,0.0004857747363258582
