,hps,fit,pred
decision_tree-view_0_stumps,1.8130000398741686e-06,0.0016360129999952733,0.00014639300002272648
decision_tree-view_1_stumps,1.3330000001587905e-06,0.0016338089999976546,0.00014483100000006743
decision_tree-view_2_stumps,1.1019999988093332e-06,0.0016403520000380922,0.00014574200002925863
decision_tree-view_3_stumps,1.1729999869203311e-06,0.0016160460000378407,0.00015526999999337932
