,hps,fit,pred
decision_tree-view_0_stumps,1.7830000160756754e-06,0.0016589570000178355,0.00014462000001458364
decision_tree-view_1_stumps,1.3129999842931284e-06,0.0016254939999953422,0.0001437679999867214
decision_tree-view_2_stumps,1.0919999908765021e-06,0.001630062000003818,0.00014965899998742316
decision_tree-view_3_stumps,1.0219999921901035e-06,0.0016478659999847878,0.00014667400000689668
