,hps,fit,pred
decision_tree-view_0_stumps,1.6930000015236146e-06,0.0016677990000175669,0.00014672500000756372
decision_tree-view_1_stumps,1.1320000226078264e-06,0.0016488630000139892,0.00014762600000040038
decision_tree-view_2_stumps,1.1120000067421643e-06,0.0016309300000045823,0.0001471059999857971
decision_tree-view_3_stumps,1.1029999882339325e-06,0.0016294570000070507,0.00016828600001872474
