,decision_tree-view_0_stumps,decision_tree-view_1_stumps,decision_tree-view_3_stumps,decision_tree-view_2_stumps
Train,0.6426426426426426,0.6636636636636637,0.6826826826826827,0.6776776776776777
Test,0.6276276276276276,0.6426426426426426,0.6586586586586587,0.6676676676676677
