,hps,fit,pred
decision_tree-view_0_stumps,1.6329999823483377e-06,0.0016621890000010353,0.00016326700000490746
decision_tree-view_1_stumps,1.1019999988093332e-06,0.0016547039999750268,0.00014571299999488474
decision_tree-view_2_stumps,1.07199997501084e-06,0.001634625999997752,0.0001475570000195603
decision_tree-view_3_stumps,1.131999994186117e-06,0.0016107309999995323,0.0001666219999947316
