,hps,fit,pred
decision_tree-view_0_stumps,1.4729999975315877e-06,0.0017473510000058923,0.00021000300000650896
decision_tree-view_1_stumps,1.2320000450927182e-06,0.0017755650000026435,0.0002191699999798402
decision_tree-view_2_stumps,1.2720000199806236e-06,0.0017461599999819555,0.00023361700004898012
decision_tree-view_3_stumps,1.192000013361394e-06,0.0018170420000274135,0.00021792799998365808
