,hps,fit,pred
decision_tree-view_0_stumps,1.5719999737484613e-06,0.0016292109999653803,0.0001466440000399416
decision_tree-view_1_stumps,1.6529999697922904e-06,0.0016365849999715465,0.00016312399998241744
decision_tree-view_2_stumps,1.392999990912358e-06,0.0016580849999741076,0.0001440089999960037
decision_tree-view_3_stumps,1.4330000226436823e-06,0.0016629039999997985,0.00014817699997138334
