,decision_tree
view_3_stumps-ID_1,0.09339617013163848
view_1_stumps-ID_0,0.0908220591405171
view_2_stumps-ID_1,0.08668569933552055
view_0_stumps-ID_0,0.08306628234743287
view_2_stumps-ID_0,0.0780156720557408
view_0_stumps-ID_1,0.07384062455947403
view_3_stumps-ID_0,0.07126849453302618
view_1_stumps-ID_1,0.06835324352989915
view_2_stumps-ID_2,0.00221554552565558
view_1_stumps-ID_2,0.001485357990244407
