,hps,fit,pred
decision_tree-view_0_stumps,2.0039999526488828e-06,0.0017608069999823783,0.0002583340000228418
decision_tree-view_1_stumps,1.5129999724194931e-06,0.0016988510000146562,0.0002126279999856706
decision_tree-view_2_stumps,1.4129999499346013e-06,0.0017228350000095816,0.00020892099996672187
decision_tree-view_3_stumps,1.4429999737330945e-06,0.0017378040000153305,0.00022979999999961365
