,decision_tree
view_2_stumps-ID_1,0.13347906439989643
view_0_stumps-ID_0,0.13001871668634465
view_1_stumps-ID_1,0.12547962876195065
view_3_stumps-ID_0,0.12472086899005835
view_3_stumps-ID_1,0.12327490745873643
view_1_stumps-ID_0,0.12276430486666129
view_0_stumps-ID_1,0.11998128331365532
view_2_stumps-ID_0,0.11300656323040004
view_2_stumps-ID_2,0.0035143723697035694
view_3_stumps-ID_2,0.0020042235512051964
view_1_stumps-ID_2,0.0017560663713880407
