,decision_tree
view_2_stumps-ID_1,0.0848440499438781
view_0_stumps-ID_0,0.08160333870103913
view_3_stumps-ID_0,0.08139940598750554
view_1_stumps-ID_1,0.0813921916293734
view_3_stumps-ID_1,0.0804556953584546
view_1_stumps-ID_0,0.07963090045405057
view_0_stumps-ID_1,0.07530356820586774
view_2_stumps-ID_0,0.07183099864995397
view_2_stumps-ID_2,0.0022338603150768434
view_3_stumps-ID_2,0.001308061817202991
view_1_stumps-ID_2,0.0011390700787381886
