,decision_tree
view_2_stumps-ID_1,0.0844167424313738
view_0_stumps-ID_0,0.08398339366651776
view_3_stumps-ID_0,0.08113382917657526
view_1_stumps-ID_1,0.07959203828313315
view_1_stumps-ID_0,0.07781536912427427
view_2_stumps-ID_0,0.07518651822152873
view_3_stumps-ID_1,0.0710183229755769
view_0_stumps-ID_1,0.07017076048763639
view_2_stumps-ID_2,0.0005568995072576203
